REPLICATE	NSEQS	NREADS	NREADS_RAW	STAGE	CLUSTER_BARCODES	CLUSTER_SETS	NREADS_PC
2-01A	993	213982	298330	changeo_filter	0.9	0.75	0.7172661147051922
2-01B	1092	235043	647718	changeo_filter	0.9	0.75	0.3628785984023912
2-02A	2874	259259	328768	changeo_filter	0.9	0.75	0.7885773554603854
2-02B	1781	178586	327621	changeo_filter	0.9	0.75	0.5450993678671392
2-03A	3635	225932	311940	changeo_filter	0.9	0.75	0.7242803103160864
2-03B	1196	157523	445649	changeo_filter	0.9	0.75	0.35346876128971455
2-04A	3478	233672	304485	changeo_filter	0.9	0.75	0.7674335353137265
2-04B	1323	195441	460547	changeo_filter	0.9	0.75	0.4243671112828875
2-05A	2166	213232	290004	changeo_filter	0.9	0.75	0.7352726169294217
2-05B	1879	242506	469044	changeo_filter	0.9	0.75	0.5170218572244821
2-06A	1518	224399	305533	changeo_filter	0.9	0.75	0.734450943105982
2-06B	1841	312644	658058	changeo_filter	0.9	0.75	0.475100978941066
2-07A	2193	288281	388333	changeo_filter	0.9	0.75	0.7423551436524838
2-07B	2363	192033	329647	changeo_filter	0.9	0.75	0.582541324507731
2-08A	1381	263369	375495	changeo_filter	0.9	0.75	0.7013914965578769
2-08B	1196	202882	483270	changeo_filter	0.9	0.75	0.4198108717694043
2-09A	3009	256836	343078	changeo_filter	0.9	0.75	0.7486227621707017
2-09B	2598	228006	453119	changeo_filter	0.9	0.75	0.5031923181327642
2-10A	1412	297212	401594	changeo_filter	0.9	0.75	0.7400807780992744
2-10B	1408	264539	500590	changeo_filter	0.9	0.75	0.5284544237799397
3-01A	2352	211475	301764	changeo_filter	0.9	0.75	0.7007959862674142
3-01B	2015	207401	401622	changeo_filter	0.9	0.75	0.5164084636797786
3-02A	2301	266309	360544	changeo_filter	0.9	0.75	0.7386310686074377
3-02B	1971	266462	457738	changeo_filter	0.9	0.75	0.5821277674127995
3-03A	1567	259914	371414	changeo_filter	0.9	0.75	0.6997959150705143
3-03B	1641	258919	490254	changeo_filter	0.9	0.75	0.5281323558808291
3-04A	1486	247255	357177	changeo_filter	0.9	0.75	0.6922478211083021
3-04B	1703	404607	770541	changeo_filter	0.9	0.75	0.5250947061869518
3-05A	2768	267566	341207	changeo_filter	0.9	0.75	0.7841750022713485
3-05B	2729	92677	152791	changeo_filter	0.9	0.75	0.606560595846614
3-06A	2621	189306	272566	changeo_filter	0.9	0.75	0.6945327003367991
3-06B	2466	188748	328377	changeo_filter	0.9	0.75	0.5747905608492677
3-07A	2057	242246	321444	changeo_filter	0.9	0.75	0.7536180485558915
3-07B	2869	102278	178218	changeo_filter	0.9	0.75	0.5738926483295739
3-08A	1881	201561	255503	changeo_filter	0.9	0.75	0.7888791912423729
3-08B	1791	196545	382493	changeo_filter	0.9	0.75	0.5138525410922553
3-09A	1509	251404	361700	changeo_filter	0.9	0.75	0.6950622062482721
3-09B	1785	225582	412394	changeo_filter	0.9	0.75	0.5470060185162733
3-10A	1114	251358	342708	changeo_filter	0.9	0.75	0.7334465492489233
3-10B	1423	209816	448251	changeo_filter	0.9	0.75	0.46807703719567834
4-01A	895	253300	358591	changeo_filter	0.9	0.75	0.7063757874570192
4-01B	995	232497	586988	changeo_filter	0.9	0.75	0.39608475812112004
4-02A	1597	243824	329617	changeo_filter	0.9	0.75	0.7397191285643641
4-02B	1793	196957	404162	changeo_filter	0.9	0.75	0.48732191546953946
1-01A	600	225836	320291	changeo_clonotyped	0.9	0.75	0.7050963030494144
1-01B	868	362508	922955	changeo_clonotyped	0.9	0.75	0.39276887822266526
1-02A	2992	246761	349209	changeo_clonotyped	0.9	0.75	0.7066284087752607
1-02B	3404	246577	420716	changeo_clonotyped	0.9	0.75	0.5860889531180179
1-03A	1400	267248	372621	changeo_clonotyped	0.9	0.75	0.7172113219598466
1-03B	1762	264122	614354	changeo_clonotyped	0.9	0.75	0.42991825559856367
1-04A	1968	313215	424559	changeo_clonotyped	0.9	0.75	0.7377419863905841
1-04B	2329	393232	810654	changeo_clonotyped	0.9	0.75	0.48507994779523694
1-05A	2500	285499	395341	changeo_clonotyped	0.9	0.75	0.7221588451488715
1-05B	2680	224335	381863	changeo_clonotyped	0.9	0.75	0.5874750892335733
1-06A	1825	312634	436432	changeo_clonotyped	0.9	0.75	0.7163406899585731
1-06B	2720	228120	405393	changeo_clonotyped	0.9	0.75	0.5627132190245021
1-07A	1761	288009	385238	changeo_clonotyped	0.9	0.75	0.7476131638104236
1-07B	2351	474942	922751	changeo_clonotyped	0.9	0.75	0.514702232780024
1-08A	2115	150196	203241	changeo_clonotyped	0.9	0.75	0.7390044331606319
1-08B	2484	413359	800459	changeo_clonotyped	0.9	0.75	0.5164024640862305
1-09A	1764	250239	333424	changeo_clonotyped	0.9	0.75	0.7505128605019434
1-09B	1230	239855	538389	changeo_clonotyped	0.9	0.75	0.44550501588999775
1-10A	4796	200721	274512	changeo_clonotyped	0.9	0.75	0.7311920790347963
1-10B	3077	153633	277012	changeo_clonotyped	0.9	0.75	0.5546077426248682
2-01A	970	211571	298330	changeo_clonotyped	0.9	0.75	0.709184460161566
2-01B	1060	230414	647718	changeo_clonotyped	0.9	0.75	0.35573196977697086
2-02A	2831	257538	328768	changeo_clonotyped	0.9	0.75	0.7833426610862371
2-02B	1758	176516	327621	changeo_clonotyped	0.9	0.75	0.5387810915661695
2-03A	3566	223100	311940	changeo_clonotyped	0.9	0.75	0.7152016413412836
2-03B	1174	155571	445649	changeo_clonotyped	0.9	0.75	0.3490886325336756
2-04A	3418	231725	304485	changeo_clonotyped	0.9	0.75	0.7610391316485213
2-04B	1284	191185	460547	changeo_clonotyped	0.9	0.75	0.4151259263441082
2-05A	2148	212374	290004	changeo_clonotyped	0.9	0.75	0.7323140370477649
2-05B	1851	239737	469044	changeo_clonotyped	0.9	0.75	0.5111183598980054
2-06A	1487	222339	305533	changeo_clonotyped	0.9	0.75	0.7277086272186638
2-06B	1798	308710	658058	changeo_clonotyped	0.9	0.75	0.4691227824902972
2-07A	2157	286940	388333	changeo_clonotyped	0.9	0.75	0.7389019218042248
2-07B	2332	189826	329647	changeo_clonotyped	0.9	0.75	0.5758462840553683
2-08A	1355	262430	375495	changeo_clonotyped	0.9	0.75	0.6988907974806589
2-08B	1175	200325	483270	changeo_clonotyped	0.9	0.75	0.41451983363337264
