GROUP	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
ABX_16	0	2	2.483894785241942	61.16875	66.03709432046107	56.30040567953895	1	0.9204112505084532	1.079588749491547	alpha
ABX_16	0.05	2	2.3154280311849424	57.55030792865351	62.08846347857048	53.01215237873654	0.9408449237339901	0.8666541719217171	1.015035675546263	alpha
ABX_16	0.1	2	2.154675056123359	54.03479199522712	58.25787750361572	49.81170648683852	0.8833725063079941	0.8143325879119405	0.9524124247040476	alpha
ABX_16	0.15000000000000002	2	2.002131803410917	50.627888458765995	54.55199468575362	46.70378223177837	0.8276757079189291	0.7635235677004739	0.8918278481373841	alpha
ABX_16	0.2	2	1.8581901888845338	47.335130736116334	50.9771165827557	43.69314488947697	0.7738449900662729	0.7143050150522443	0.8333849650803016	alpha
ABX_16	0.25	2	1.7231204280581058	44.16184652090653	47.539100500925656	40.7845925408874	0.7219674510416925	0.6667553700359644	0.7771795320474205	alpha
ABX_16	0.30000000000000004	2	1.59705597461876	41.113094593182794	44.243266784730075	37.98292240163551	0.6721257928792528	0.6209530585737899	0.7232985271847157	alpha
ABX_16	0.35000000000000003	2	1.4799830192898547	38.19358967525491	41.09430309079387	35.29287625971595	0.6243970928824752	0.5769756004449322	0.6718185853200183	alpha
ABX_16	0.4	2	1.3717366792650432	35.4076143877854	38.096168875417455	32.71905990015335	0.5788513642633764	0.5348982920225335	0.6228044365042191	alpha
ABX_16	0.45	2	1.2720058294192587	32.75891856422991	35.252004178016655	30.265832950443162	0.5355499101130873	0.49479240544302705	0.5763074147831475	alpha
ABX_16	0.5	2	1.1803478401918706	30.250607905947064	32.56404716195277	27.93716864994136	0.49454350311142636	0.45672289608568684	0.532364110137166	alpha
ABX_16	0.55	2	1.0962132584525544	27.885026113448852	30.033564619391157	25.736487607506547	0.4558704585829995	0.42074568480648283	0.4909952323595162	alpha
ABX_16	0.6000000000000001	2	1.018978853722718	25.66363698461699	27.660798838921423	23.666475130312556	0.41955470701325415	0.386904671589865	0.45220474243664327	alpha
ABX_16	0.65	2	0.9479858156346382	23.58691516145294	25.444933217951657	21.72889710495422	0.3856040079526382	0.35522872553312307	0.41597929037215337	alpha
ABX_16	0.7000000000000001	2	0.8825787046150956	21.654255762852642	23.384078237420244	19.92443328828504	0.3540084726735897	0.3257289594488205	0.38228798589835894	alpha
ABX_16	0.75	2	0.8221404321550771	19.86391357452204	21.475279211780187	18.252547937263895	0.3247395700340785	0.29839661489345287	0.3510825251747042	alpha
ABX_16	0.8	2	0.7661192338506742	18.21298140060285	19.71454750681359	16.711415294392108	0.2977497725652862	0.2732018439872011	0.32229770114337125	alpha
ABX_16	0.8500000000000001	2	0.7140451228451626	16.697414483642447	18.096917207755443	15.29791175952945	0.2729729556945736	0.250093581437081	0.29585232995206606	alpha
ABX_16	0.9	2	0.6655352418956432	15.312103784720097	16.61652888927771	14.007678680162485	0.25032559574488766	0.22900057104587693	0.27165062044389837	alpha
ABX_16	0.9500000000000001	2	0.6202893573289395	14.050995956046988	15.266740756405206	12.83525115568877	0.2297087312728638	0.20983347143253325	0.24958399111319432	alpha
ABX_16	1	2	0.5781661671094503	12.90906100042448	14.042245865038568	11.77587613581039	0.21104013079267564	0.1925145786992605	0.2295656828860908	alpha
ABX_16	1.05	2	0.5387267429438363	11.873439413370168	12.929324427048654	10.817554399691682	0.19410956433424204	0.17684772697973528	0.2113714016887488	alpha
ABX_16	1.1	2	0.5020986562609243	10.94172593444831	11.925821217405678	9.957630651490943	0.17887771017796358	0.1627895069212783	0.19496591343464886	alpha
ABX_16	1.1500000000000001	2	0.46807909006756715	10.104090797292514	11.021508955741226	9.186672638843802	0.16518386917000125	0.15018571801522512	0.18018202032477737	alpha
ABX_16	1.2000000000000002	2	0.4365626864560877	9.352510297382397	10.20815743983038	8.496863154934413	0.15289686804753075	0.13890856286803985	0.16688517322702162	alpha
ABX_16	1.25	2	0.4074443520143623	8.679125590250845	9.477701845903255	7.8805493345984345	0.141888228715657	0.1288329307791713	0.1549435266521427	alpha
ABX_16	1.3	2	0.3806138343732637	8.076380038074674	8.822369445463965	7.330390630685384	0.13203441361928556	0.11983881689073889	0.14423001034783225	alpha
ABX_16	1.35	2	0.3559534366074	7.537123999491735	8.2347799154155	6.8394680835679695	0.12321853886979438	0.11181310854918515	0.1346239691904036	alpha
ABX_16	1.4000000000000001	2	0.3333381024422319	7.054687325931691	7.7080180013933886	6.401356650469993	0.11533155943078272	0.10465076776082546	0.12601235110073997	alpha
ABX_16	1.4500000000000002	2	0.31263705534652175	6.622922278160902	7.2356796468727405	6.010164909449064	0.10827297072706082	0.09825548028117403	0.11829046117294763	alpha
ABX_16	1.5	2	0.2937162617435035	6.236221130872248	6.8118944255632545	5.660547836181241	0.10195109644830486	0.09253986449259206	0.11136232840401765	alpha
ABX_16	1.55	2	0.27644114671923775	5.889513452268543	6.431328143683201	5.347698760853884	0.09628304407509623	0.08742533991382664	0.10514074823636581	alpha
ABX_16	1.6	2	0.26067916709144706	5.578248097839913	6.0891698768590485	5.067326318820778	0.09119441050928641	0.08284175038431843	0.09954707063425439	alpha
ABX_16	1.6500000000000001	2	0.2463020072738088	5.298364550622414	5.781107614199001	4.815621487045826	0.08661881353832494	0.07872682516882927	0.0945108019078206	alpha
ABX_16	1.7000000000000002	2	0.23318729092656676	5.046257571741676	5.503296263610211	4.589218879873141	0.0824973139346754	0.07502554621229207	0.08996908165705872	alpha
ABX_16	1.75	2	0.22121979160224764	4.81873835457892	5.252321178786781	4.385155530371058	0.07877778039569093	0.07168947428827724	0.08586608650310462	alpha
ABX_16	1.8	2	0.21029218193390958	4.612994615665711	5.025159718486519	4.200829512844903	0.07541423710090055	0.06867607255085159	0.08215240165094952	alpha
ABX_16	1.85	2	0.20030539042174464	4.426551373195682	4.819142724331536	4.033960022059828	0.07236622251060684	0.0659480539010496	0.07878439112016407	alpha
ABX_16	1.9000000000000001	2	0.19116864532967542	4.2572335922384275	4.631917252057902	3.8825499324189527	0.0695981786817358	0.06347276889619213	0.07572358846727949	alpha
ABX_16	1.9500000000000002	2	0.18279928351572242	4.103131422037224	4.461411434127767	3.744851409946682	0.06707888295963582	0.06122164356712671	0.07293612235214494	alpha
ABX_16	2	2	0.1751223935752925	3.9625684077273555	4.305801992021378	3.619334823433334	0.06478092829634993	0.059169671170872934	0.07039218542182696	alpha
ABX_16	2.0500000000000003	2	0.16807035127099185	3.8340728112611107	4.16348464662125	3.504660975900971	0.06268025439887379	0.057294958224599506	0.06806555057314806	alpha
ABX_16	2.1	2	0.16158229328670867	3.7163520064482114	4.0330474818295485	3.3996565310668743	0.060755729133719606	0.05557832277211606	0.06593313549532316	alpha
ABX_16	2.15	2	0.15560356426795927	3.6082698034173397	3.9132471852486033	3.303292421586076	0.05898877782229226	0.05400294139713622	0.0639746142474483	alpha
ABX_16	2.2	2	0.15008516256318732	3.50882649310562	3.8029880063433064	3.2146649798679334	0.0573630570038724	0.05255404074577187	0.062172073261972924	alpha
ABX_16	2.25	2	0.14498320226942665	3.4171413698707434	3.701303224682105	3.1329795150593815	0.055864168711486556	0.051218629039491266	0.060509708383481846	alpha
ABX_16	2.3000000000000003	2	0.14025840305160445	3.3324374799694256	3.6073388984796733	3.057536061459178	0.054479411136723006	0.04998526308710212	0.058973559186343893	alpha
ABX_16	2.35	2	0.1358756145543364	3.2540283478527146	3.5203396587564604	2.9877170369489687	0.05319756162832679	0.04884384652210432	0.05755127673454926	alpha
ABX_16	2.4000000000000004	2	0.13180337881437618	3.1813064454193074	3.439636320936174	2.9229765699024406	0.05200868818505049	0.047785455316684426	0.05623192105341656	alpha
ABX_16	2.45	2	0.12801353166477086	3.1137331875843435	3.364635099181072	2.862831275987615	0.050903985901041685	0.046802186998877934	0.05500578480320543	alpha
ABX_16	2.5	2	0.12448084247512588	3.0508302580431472	3.294808226059598	2.8068522900266966	0.04987563515754608	0.04588703038768483	0.05386423992740734	alpha
ABX_16	2.5500000000000003	2	0.12118269050659827	2.9921720901376814	3.229685799080278	2.754658381195085	0.048916678698480535	0.04503375303884884	0.052799604358112234	alpha
ABX_16	2.6	2	0.11809877552108555	2.937379348132558	3.168848694772166	2.7059100014929496	0.04802091506091849	0.044236803947979145	0.05180502617385783	alpha
ABX_16	2.6500000000000004	2	0.11521085995024787	2.8861132733101145	3.1119224094404885	2.6603041371797405	0.04718280614382531	0.04349122938068442	0.05087438290696619	alpha
ABX_16	2.7	2	0.11250253980848733	2.8380707767527684	3.0585717029466872	2.6175698505588496	0.046397396983799216	0.04279259998870092	0.05000219397889751	alpha
ABX_16	2.75	2	0.109959041555204	2.7929801763607496	3.0084959375834925	2.5774644151380066	0.04566024606291202	0.042136947626655874	0.04918354449916816	alpha
ABX_16	2.8000000000000003	2	0.10756704222443438	2.7505974895553518	2.9614250182387423	2.5397699608719613	0.044967364701017296	0.04152071050776681	0.04841401889426778	alpha
ABX_16	2.85	2	0.10531451030765342	2.7107032053247453	2.917115852577218	2.5042905580722725	0.04431516428445481	0.040940685530965935	0.04768964303794369	alpha
ABX_16	2.9000000000000004	2	0.10319056507225394	2.6730994699097064	2.875349260995661	2.4708496788237517	0.04370041025703004	0.04039398677958519	0.04700683373447489	alpha
ABX_16	2.95	2	0.10118535220631024	2.6376076296498834	2.835927275737252	2.4392879835625147	0.043120181949931675	0.03987800933585392	0.04636235456400943	alpha
